middle.x,middle.y,middle.z,side1.x,side1.y,side1.z,side2.x,side2.y,side2.z
5588.994,16053.817,327.298,5875.616,15965.23,327.298,5302.372,16142.404,327.298
5772.178,16530.857,276.292,6058.8,16442.27,276.292,5485.556,16619.445,276.292
5989.709,16969.74,199.943,6260.183,16839.957,199.943,5719.235,17099.523,199.943
6253.033,17381.908,190.237,6523.507,17252.125,190.237,5982.559,17511.691,190.237
6558.337,17763.545,106.859,6808.152,17597.436,106.859,6308.522,17929.654,106.859
6890.353,18053.59,107.617,7108.776,17847.941,107.617,6671.929,18259.238,107.617
7275.797,18343.635,128.222,7468.046,18113.33,128.222,7083.547,18573.939,128.222
7699.404,18603.148,170.972,7876.344,18360.883,170.972,7522.465,18845.414,170.972
8161.171,18855.029,230.095,8338.111,18612.764,230.095,7984.232,19097.295,230.095
8538.484,19010.59,275.622,8697.7,18756.326,275.622,8379.269,19264.854,275.622
9015.091,19199.254,321.603,9149.979,18931.289,321.603,8880.202,19467.219,321.603
9498.315,19341.578,352.927,9633.204,19073.613,352.927,9363.427,19609.543,352.927
9968.305,19473.975,375.068,10080.015,19195.549,375.068,9856.595,19752.4,375.068
10444.909,19599.75,407.817,10556.619,19321.324,407.817,10333.199,19878.176,407.817
10964.541,19702.359,424.959,11039.549,19411.887,424.959,10889.533,19992.832,424.959
11374.952,19775.176,409.833,11449.96,19484.703,409.833,11299.944,20065.648,409.833
11864.798,19831.443,383.297,11939.806,19540.971,383.297,11789.79,20121.916,383.297
12285.14,19881.09,356.154,12339.686,19586.09,356.154,12230.594,20176.09,356.154
12715.405,19910.885,323.238,12734.511,19611.494,323.238,12696.3,20210.275,323.238
13178.772,19930.746,287.065,13170.409,19630.863,287.065,13187.136,20230.629,287.065
13681.859,19907.574,247.75,13664.257,19608.092,247.75,13699.462,20207.057,247.75
14122.058,19884.406,215.434,14096.335,19585.512,215.434,14147.78,20183.301,215.434
14549.017,19838.07,187.718,14499.627,19542.164,187.718,14598.406,20133.977,187.718
15035.551,19748.699,163.723,15015.729,19449.355,163.723,15055.373,20048.043,163.723
15485.682,19646.094,150.605,15465.859,19346.75,150.605,15505.504,19945.438,150.605
15939.118,19497.146,146.705,15842.688,19213.066,146.705,16035.548,19781.227,146.705
16399.178,19298.555,150.435,16302.748,19014.475,150.435,16495.607,19582.635,150.435
16779.805,19096.656,155.787,16634.031,18834.453,155.787,16925.578,19358.859,155.787
17157.123,18864.971,164.036,16998.834,18610.129,164.036,17315.412,19119.812,164.036
17507.963,18610.113,172.896,17335.6,18364.57,172.896,17680.326,18855.656,172.896
17852.18,18342.021,181.416,17678.844,18097.166,181.416,18025.516,18586.877,181.416
18196.406,18063.992,188.237,18023.07,17819.137,188.237,18369.742,18308.848,188.237
18537.316,17756.178,191.406,18339.275,17530.834,191.406,18735.357,17981.521,191.406
18861.68,17441.748,198.999,18663.639,17216.404,198.999,19059.721,17667.092,198.999
19169.49,17127.314,219.687,18971.449,16901.971,219.687,19367.531,17352.658,219.687
19460.758,16812.885,251.755,19262.717,16587.541,251.755,19658.799,17038.229,251.755
19748.713,16491.836,291.027,19524.83,16292.145,291.027,19972.596,16691.527,291.027
20043.285,16124.451,336.02,19812.566,15932.699,336.02,20274.004,16316.203,336.02
20331.254,15760.38,377.022,20100.535,15568.628,377.022,20561.973,15952.132,377.022
20614.535,15360.459,409.801,20383.816,15168.707,409.801,20845.254,15552.211,409.801
20865.238,15021.848,424.387,20634.52,14830.096,424.387,21095.957,15213.6,424.387
21093.15,14683.234,420.631,20852.596,14503.977,420.631,21333.705,14862.492,420.631
21308.039,14370.67,398.771,21067.484,14191.412,398.771,21548.594,14549.928,398.771
21539.207,14061.359,361.371,21298.652,13882.102,361.371,21779.762,14240.617,361.371
21754.094,13752.049,315.39,21513.539,13572.791,315.39,21994.648,13931.307,315.39
21949.447,13445.994,267.151,21708.893,13266.736,267.151,22190.002,13625.252,267.151
22122.01,13133.43,221.42,21861.828,12984.08,221.42,22382.191,13282.779,221.42
22304.34,12742.724,175.916,22035.777,12609.028,175.916,22572.902,12876.419,175.916
22418.295,12329.226,150.565,22132.613,12237.65,150.565,22703.977,12420.801,150.565
22450.854,11603.161,147.272,22154.768,11651.462,147.272,22746.939,11554.86,147.272
22450.854,11951.544,145.331,22150.953,11943.787,145.331,22750.754,11959.301,145.331
22333.643,11189.663,149.935,22054.383,11299.271,149.935,22612.902,11080.055,149.935
22180.617,10844.541,152.606,21901.357,10954.149,152.606,22459.877,10734.933,152.606
21955.963,10473.37,155.835,21676.703,10582.979,155.835,22235.223,10363.762,155.835
21750.842,10170.573,174.522,21471.582,10280.182,174.522,22030.102,10060.965,174.522
21513.643,9840.289,174.522,21260.482,10001.253,174.522,21766.803,9679.325,174.522
21225.393,9516.013,174.522,20972.232,9676.977,174.522,21478.553,9355.049,174.522
20958.164,9200.742,174.522,20705.004,9361.706,174.522,21211.324,9039.778,174.522
20648.9,8840.435,174.522,20395.74,9001.398,174.522,20902.061,8679.471,174.522
20435.719,8570.201,174.522,20182.559,8731.165,174.522,20688.879,8409.237,174.522
20174.492,8140.834,174.522,19921.332,8301.798,174.522,20427.652,7979.87,174.522
20021.355,7720.475,197.208,19740.59,7826.167,197.208,20302.121,7614.784,197.208
19952.295,7318.132,203.386,19656.574,7368.62,203.386,20248.016,7267.645,203.386
19922.275,6846.731,212.921,19626.555,6897.219,212.921,20217.996,6796.243,212.921
19880.24,6393.343,223.166,19584.52,6443.831,223.166,20175.961,6342.855,223.166
19775.154,5951.967,233.78,19489.742,6044.376,233.78,20060.566,5859.558,233.78
19655.051,5672.729,242.937,19391.707,5816.428,242.937,19918.395,5529.029,242.937
19447.875,5423.516,253.836,19202.768,5596.497,253.836,19692.982,5250.536,253.836
19210.668,5243.361,252.209,19023.066,5477.467,252.209,19398.27,5009.255,252.209
19021.512,5156.288,244.588,18903.74,5432.204,244.588,19139.283,4880.371,244.588
18796.324,5093.235,227.909,18733.309,5386.542,227.909,18859.34,4799.928,227.909
18502.072,5051.199,202.795,18486.262,5350.782,202.795,18517.883,4751.616,202.795
18150.771,5036.187,163.089,18134.961,5335.77,163.089,18166.582,4736.604,163.089
17847.516,5021.175,125.932,17831.705,5320.758,125.932,17863.326,4721.592,125.932
17469.199,5006.163,77.552,17453.389,5305.746,77.552,17485.01,4706.58,77.552
17042.836,5009.166,21.047,17042.449,5309.165,21.047,17043.223,4709.166,21.047
16695.176,5009.166,-20.908,16694.789,5309.165,-20.908,16695.562,4709.166,-20.908
16368.662,4982.869,-60.885,16368.275,5282.869,-60.885,16369.049,4682.869,-60.885
16162.678,4947.808,-80.617,16114.536,5243.92,-80.617,16210.819,4651.696,-80.617
15871.227,4877.685,-101.66,15778.821,5163.099,-101.66,15963.632,4592.27,-101.66
15634.563,4772.5,-108.156,15509.923,5045.383,-108.156,15759.204,4499.618,-108.156
15441.729,4614.726,-103.861,15263.519,4856.057,-103.861,15619.94,4373.394,-103.861
15323.395,4443.802,-88.593,15094.347,4637.547,-88.593,15552.442,4250.057,-88.593
15220.399,4237.817,-62.731,14951.359,4370.549,-62.731,15489.439,4105.085,-62.731
15128.361,3970.477,-23.497,14843.61,4064.905,-23.497,15413.112,3876.048,-23.497
15077.959,3689.99,20.189,14785.969,3758.85,20.189,15369.949,3621.129,20.189
15034.131,3405.118,65.308,14737.223,3448.077,65.308,15331.039,3362.158,65.308
15010.025,3122.438,109.64,14713.117,3165.397,109.64,15306.934,3079.478,109.64
14979.346,2855.097,149.24,14682.438,2898.057,149.24,15276.254,2812.138,149.24
14955.241,2594.331,189.681,14658.333,2637.29,189.681,15252.149,2551.371,189.681
14913.605,2296.312,222.427,14616.697,2339.272,222.427,15210.514,2253.353,222.427
14850.057,2068.416,249.459,14560.313,2146.192,249.459,15139.8,1990.64,249.459
14784.314,1847.094,272.016,14507.258,1962.156,272.016,15061.371,1732.031,272.016
14694.469,1682.745,293.454,14441.228,1843.583,293.454,14947.71,1521.907,293.454
14619.962,1540.31,303.314,14378.78,1718.724,303.314,14861.144,1361.896,303.314
14516.969,1432.936,307.25,14294.549,1634.255,307.25,14739.389,1231.616,307.25
14367.955,1332.136,307.238,14176.041,1562.72,307.238,14559.869,1101.551,307.238
14140.535,1193.466,307.97,13989.998,1452.963,307.97,14291.072,933.969,307.97
13850.667,1043.535,302.582,13700.13,1303.031,302.582,14001.204,784.038,302.582
13505.823,923.589,296.275,13426.973,1213.042,296.275,13584.674,634.137,296.275
13185.969,823.635,288.754,13107.118,1113.087,288.754,13264.819,534.183,288.754
12916.093,748.669,280.797,12829.65,1035.945,280.797,13002.535,461.393,280.797
12611.23,638.719,277.327,12524.788,925.996,277.327,12697.673,351.443,277.327
12346.352,548.76,274.293,12214.145,818.058,274.293,12478.559,279.463,274.293
12106.46,383.835,272.035,11974.253,653.133,272.035,12238.667,114.538,272.035
11931.54,253.895,273.074,11753.087,495.047,273.074,12109.993,12.742,273.074
11716.64,63.981,277.369,11507.839,279.393,277.369,11925.44,-151.431,277.369
11476.749,-175.909,285.783,11267.948,39.503,285.783,11685.55,-391.321,285.783
11241.855,-380.816,297.008,11033.055,-165.404,297.008,11450.656,-596.228,297.008
11051.939,-540.743,307.58,10843.139,-325.331,307.58,11260.74,-756.155,307.58
10827.041,-720.661,320.255,10618.24,-505.249,320.255,11035.842,-936.073,320.255
10587.147,-885.586,332.649,10407.985,-644.96,332.649,10766.31,-1126.212,332.649
10372.245,-1015.527,343.07,10223.942,-754.746,343.07,10520.548,-1276.307,343.07
10077.379,-1135.472,363.453,9972.779,-854.298,363.453,10181.979,-1416.646,363.453
9792.511,-1225.431,366.507,9754.659,-927.828,366.507,9830.362,-1523.033,366.507
9507.641,-1240.424,373.704,9510.038,-940.434,373.704,9505.243,-1540.415,373.704
9222.77,-1245.422,410.348,9250.315,-946.689,410.348,9195.224,-1544.155,410.348
8907.91,-1165.458,462.426,8999.257,-879.704,462.426,8816.563,-1451.213,462.426
8558.07,-1050.511,502.757,8649.417,-764.756,502.757,8466.724,-1336.266,502.757
8208.229,-910.575,567.328,8299.576,-624.82,567.328,8116.882,-1196.329,567.328
7823.405,-775.636,581.297,7914.752,-489.881,581.297,7732.058,-1061.391,581.297
7478.563,-640.698,580.508,7569.911,-354.943,580.508,7387.216,-926.452,580.508
7123.726,-505.759,533.683,7237.211,-228.052,533.683,7010.24,-783.466,533.683
6768.888,-335.837,508.464,6882.373,-58.13,508.464,6655.402,-613.544,508.464
6459.031,-190.903,489.507,6596.667,75.661,489.507,6321.395,-457.467,489.507
6079.203,23.999,507.457,6216.839,290.563,507.457,5941.567,-242.565,507.457
5749.353,243.899,444.186,5912.38,495.736,444.186,5586.325,-7.938,444.186
5409.508,433.812,406.902,5572.536,685.649,406.902,5246.48,181.975,406.902
5064.667,608.733,408.691,5227.694,860.57,408.691,4901.639,356.896,408.691
4709.828,738.673,436.807,4828.006,1014.416,436.807,4591.65,462.931,436.807
4330.001,873.612,474.082,4448.179,1149.354,474.082,4211.824,597.869,474.082
4021.564,997.591,501.458,4139.742,1273.334,501.458,3903.386,721.848,501.458
3761.51,1118.547,527.747,3898.946,1385.214,527.747,3624.075,851.879,527.747
3504.48,1296.956,553.381,3679.497,1540.614,553.381,3329.463,1053.299,553.381
3262.569,1517.7,585.545,3471.776,1732.717,585.545,3053.362,1302.682,585.545
3069.041,1729.372,629.391,3292.006,1930.087,629.391,2846.076,1528.656,629.391
2884.583,1941.043,662.625,3107.548,2141.759,662.625,2661.618,1740.328,662.625
2730.365,2143.644,700.151,2972.114,2321.289,700.151,2488.616,1966.0,700.151
2570.099,2373.46,707.41,2811.848,2551.104,707.41,2328.35,2195.815,707.41
2427.976,2615.371,739.348,2685.081,2769.956,739.348,2170.87,2460.785,739.348
2272.979,2920.522,735.897,2530.084,3075.108,735.897,2015.873,2765.936,735.897
2122.824,3201.455,697.97,2379.93,3356.041,697.97,1865.719,3046.869,697.97
1977.514,3569.574,634.372,2257.47,3677.39,634.372,1697.557,3461.759,634.372
1861.265,3918.319,591.473,2141.222,4026.135,591.473,1581.308,3810.503,591.473
1788.61,4267.063,552.054,2084.784,4314.828,552.054,1492.437,4219.299,552.054
1783.767,4615.81,531.457,2083.727,4620.704,531.457,1483.807,4610.915,531.457
1774.08,5012.992,500.424,2074.04,5017.887,500.424,1474.12,5008.098,500.424
