middle.x,middle.y,middle.z,side1.x,side1.y,side1.z,side2.x,side2.y,side2.z,group_id,inter_id
16928.422,11006.916,125.126,16628.445,11010.655,125.126,17228.398,11003.177,125.126,1,-1
16944.516,10536.08,123.983,16644.902,10520.864,123.983,17244.129,10551.296,123.983,1,-1
17000.846,10045.12,95.988,16701.232,10029.904,95.988,17300.459,10060.336,95.988,1,-1
16996.822,9670.865,74.921,16697.949,9696.838,74.921,17295.695,9644.893,74.921,1,-1
16920.361,9365.027,107.896,16646.834,9488.245,107.896,17193.889,9241.81,107.896,1,-1
16787.566,9107.476,121.895,16558.742,9301.485,121.895,17016.391,8913.466,121.895,1,-1
16620.629,8937.898,125.126,16412.904,9154.349,125.126,16828.354,8721.448,125.126,1,-1
16443.711,8756.256,128.705,16235.986,8972.706,128.705,16651.436,8539.806,128.705,1,-1
16080.52,8452.689,174.875,15887.229,8682.121,174.875,16273.81,8223.258,174.875,1,-1
15750.055,8205.743,236.821,15583.282,8455.116,236.821,15916.827,7956.37,236.821,1,-1
15415.958,8013.275,287.938,15280.375,8280.89,287.938,15551.541,7745.661,287.938,1,-1
15125.438,7871.646,325.569,15014.52,8150.387,325.569,15236.357,7592.904,325.569,1,-1
14842.181,7766.333,356.791,14764.874,8056.201,356.791,14919.487,7476.464,356.791,1,-1
14555.292,7679.178,409.376,14477.985,7969.046,409.376,14632.599,7389.31,409.376,1,-1
14228.454,7617.443,446.819,14151.147,7907.312,446.819,14305.761,7327.575,446.819,1,-1
13883.46,7555.708,482.916,13806.153,7845.576,482.916,13960.767,7265.84,482.916,1,1
12619.701,7813.543,601.485,12805.084,8049.41,601.485,12434.318,7577.676,601.485,2,1
12202.077,8187.586,601.619,12419.471,8394.322,601.619,11984.684,7980.85,601.619,2,-1
11846.187,8576.16,582.769,12063.58,8782.896,582.769,11628.793,8369.424,582.769,2,-1
11544.774,8953.835,547.419,11786.017,9132.166,547.419,11303.532,8775.504,547.419,2,-1
11217.94,9407.771,518.774,11459.183,9586.102,518.774,10976.698,9229.439,518.774,2,-1
10912.893,9861.707,471.896,11166.613,10021.788,471.896,10659.172,9701.626,471.896,2,-1
10629.635,10322.904,423.007,10883.355,10482.985,423.007,10375.914,10162.823,423.007,2,-1
10393.584,10718.738,385.543,10647.305,10878.819,385.543,10139.863,10558.657,385.543,2,-1
10135.743,11110.943,332.917,10389.464,11271.024,332.917,9882.022,10950.862,332.917,2,-1
9863.376,11521.303,287.552,10117.097,11681.384,287.552,9609.655,11361.222,287.552,2,-1
9576.486,11884.456,246.212,9830.207,12044.537,246.212,9322.766,11724.375,246.212,2,-1
9278.705,12225.817,223.554,9515.72,12409.729,223.554,9041.69,12041.905,223.554,2,-1
8919.185,12574.444,196.209,9148.677,12767.662,196.209,8689.692,12381.227,196.209,2,0
13656.126,6894.414,475.071,13885.618,7087.632,475.071,13426.634,6701.196,475.071,3,1
13907.221,6619.853,487.751,14136.713,6813.071,487.751,13677.729,6426.634,487.751,3,-1
14171.514,6288.075,428.989,14401.006,6481.293,428.989,13942.021,6094.857,428.989,3,-1
14406.377,5992.717,366.076,14652.12,6164.794,366.076,14160.634,5820.64,366.076,3,-1
14655.479,5633.306,338.232,14906.635,5797.38,338.232,14404.322,5469.231,338.232,3,-1
14858.317,5252.544,301.936,15109.474,5416.619,301.936,14607.161,5088.47,301.936,3,-1
15025.57,4878.9,265.587,15306.637,4983.79,265.587,14744.504,4774.01,265.587,3,-1
15185.705,4462.552,214.304,15477.018,4534.224,214.304,14894.393,4390.88,214.304,3,-1
15271.11,4078.231,178.831,15569.986,4104.176,178.831,14972.234,4052.285,178.831,3,-1
15313.813,3654.768,144.214,15613.536,3641.874,144.214,15014.091,3667.662,144.214,3,-1
15310.255,3259.774,121.081,15606.671,3213.541,121.081,15013.839,3306.006,121.081,3,-1
15217.732,2889.689,128.408,15506.896,2809.784,128.408,14928.569,2969.594,128.408,3,-1
15071.831,2533.838,133.909,15345.762,2411.518,133.909,14797.9,2656.157,133.909,3,-1
14851.199,2288.3,147.628,15081.955,2096.593,147.628,14620.443,2480.008,147.628,3,-1
14591.428,2085.465,170.49,14749.566,1830.53,170.49,14433.289,2340.4,170.49,3,-1
14349.45,1932.45,188.451,14474.556,1659.781,188.451,14224.345,2205.119,188.451,3,-1
14075.444,1800.785,207.052,14183.436,1520.896,207.052,13967.453,2080.674,207.052,3,-1
13787.202,1686.912,240.579,13895.193,1407.023,240.579,13679.211,1966.802,240.579,3,-1
13474.049,1576.598,264.33,13561.001,1289.476,264.33,13387.097,1863.721,264.33,3,-1
13125.312,1452.051,297.496,13212.264,1164.928,297.496,13038.359,1739.173,297.496,3,-1
12698.291,1302.593,329.728,12800.857,1020.671,329.728,12595.725,1584.515,329.728,3,-1
12331.762,1156.694,361.306,12434.328,874.772,361.306,12229.195,1438.617,361.306,3,-1
12015.054,1021.471,395.371,12137.687,747.681,395.371,11892.421,1295.262,395.371,3,-1
11709.018,847.104,415.172,11831.65,573.314,415.172,11586.385,1120.895,415.172,3,2
11015.625,131.284,453.113,11263.68,-37.443,453.113,10767.57,300.012,453.113,4,2
10801.79,-137.382,448.039,11029.734,-332.425,448.039,10573.846,57.66,448.039,4,-1
10587.952,-299.131,438.584,10769.565,-537.912,438.584,10406.339,-60.349,438.584,4,-1
10343.96,-466.362,428.436,10484.487,-731.413,428.436,10203.433,-201.311,428.436,4,-1
10075.294,-603.437,415.705,10203.703,-874.566,415.705,9946.885,-332.307,415.705,4,-1
9765.504,-732.287,403.162,9871.745,-1012.845,403.162,9659.263,-451.729,403.162,4,-1
9442.01,-866.62,391.642,9548.251,-1147.178,391.642,9335.769,-586.062,391.642,4,-1
9123.998,-979.021,386.153,9220.846,-1262.959,386.153,9027.15,-695.084,386.153,4,-1
8750.055,-1099.311,372.303,8846.902,-1383.248,372.303,8653.207,-815.373,372.303,4,-1
8438.871,-1206.525,349.628,8535.719,-1490.463,349.628,8342.023,-922.588,349.628,4,-1
8104.151,-1334.66,318.889,8225.444,-1609.047,318.889,7982.858,-1060.273,318.889,4,-1
7748.511,-1483.714,283.176,7869.804,-1758.101,283.176,7627.218,-1209.328,283.176,4,-1
7481.782,-1630.154,257.945,7642.198,-1883.663,257.945,7321.367,-1376.645,257.945,4,-1
7264.738,-1789.668,243.811,7481.743,-1996.813,243.811,7047.733,-1582.524,243.811,4,-1
7065.999,-2030.247,232.19,7323.694,-2183.849,232.19,6808.304,-1876.646,232.19,4,-1
6896.025,-2325.741,226.234,7185.089,-2406.004,226.234,6606.962,-2245.478,226.234,4,-1
6830.649,-2673.535,212.143,7129.67,-2697.751,212.143,6531.628,-2649.318,212.143,4,-1
6835.88,-3021.329,192.056,7134.633,-2994.01,192.056,6537.126,-3048.647,192.056,4,-1
6896.026,-3332.512,174.268,7186.114,-3256.034,174.268,6605.938,-3408.991,174.268,4,-1
6987.553,-3578.322,162.546,7277.641,-3501.843,162.546,6697.465,-3654.8,162.546,4,13
7631.542,-4535.903,124.641,7858.572,-4339.797,124.641,7404.513,-4732.009,124.641,5,13
7887.17,-4871.955,130.939,8114.2,-4675.849,130.939,7660.141,-5068.061,130.939,5,-1
8120.277,-5272.733,148.909,8390.058,-5141.513,148.909,7850.497,-5403.953,148.909,5,-1
8304.309,-5698.047,175.449,8590.843,-5609.175,175.449,8017.774,-5786.919,175.449,5,-1
8451.535,-6176.524,208.589,8748.43,-6133.471,208.589,8154.641,-6219.577,208.589,5,-1
8586.49,-6634.555,241.788,8883.385,-6591.502,241.788,8289.596,-6677.608,241.788,5,-1
8705.089,-7059.87,271.134,8997.407,-6992.415,271.134,8412.771,-7127.325,271.134,5,-1
8852.313,-7505.633,297.695,9138.753,-7416.458,297.695,8565.874,-7594.808,297.695,5,-1
9028.167,-7922.768,316.399,9304.596,-7806.203,316.399,8751.738,-8039.333,316.399,5,-1
9236.736,-8290.828,323.505,9492.953,-8134.774,323.505,8980.52,-8446.882,323.505,5,-1
9543.454,-8671.157,320.526,9779.409,-8485.887,320.526,9307.499,-8856.428,320.526,5,-1
9841.992,-8957.428,310.338,10056.578,-8747.778,310.338,9627.406,-9167.077,310.338,5,-1
10189.607,-9231.429,292.264,10381.193,-9000.572,292.264,9998.021,-9462.285,292.264,5,-1
10578.118,-9476.805,269.47,10769.704,-9245.948,269.47,10386.532,-9707.661,269.47,5,-1
10905.284,-9685.373,247.589,11078.846,-9440.677,247.589,10731.723,-9930.069,247.589,5,-1
11228.361,-9885.764,225.402,11401.923,-9641.067,225.402,11054.8,-10130.46,225.402,5,-1
11584.781,-10148.835,198.13,11758.343,-9904.139,198.13,11411.22,-10393.531,198.13,5,-1
11942.787,-10423.053,171.37,12116.349,-10178.356,171.37,11769.226,-10667.749,171.37,5,-1
12213.196,-10701.076,150.919,12450.307,-10517.287,150.919,11976.086,-10884.865,150.919,5,-1
12418.859,-11040.039,134.457,12689.238,-10910.057,134.457,12148.48,-11170.021,134.457,5,-1
12555.968,-11466.599,125.622,12847.633,-11396.374,125.622,12264.303,-11536.823,125.622,5,-1
12586.437,-11847.456,135.333,12881.259,-11902.951,135.333,12291.614,-11791.961,135.333,5,-1
12525.499,-12274.014,167.65,12820.321,-12329.509,167.65,12230.677,-12218.519,167.65,5,-1
12434.094,-12651.062,211.917,12713.253,-12760.926,211.917,12154.935,-12541.197,211.917,5,-1
12247.475,-13050.958,269.203,12507.332,-13200.871,269.203,11987.617,-12901.045,269.203,5,-1
12015.151,-13435.625,334.374,12260.117,-13608.806,334.374,11770.186,-13262.444,334.374,5,-1
11779.021,-13755.546,394.495,12010.331,-13946.584,394.495,11547.71,-13564.508,394.495,5,-1
11523.848,-14041.188,448.821,11730.043,-14259.095,448.821,11317.652,-13823.28,448.821,5,-1
11238.205,-14311.597,500.008,11428.736,-14543.324,500.008,11047.674,-14079.869,500.008,5,-1
10937.328,-14574.389,541.124,11127.859,-14806.116,541.124,10746.797,-14342.661,541.124,5,-1
10651.686,-14780.053,568.298,10821.633,-15027.273,568.298,10481.738,-14532.832,568.298,5,-1
10337.858,-14973.967,581.381,10484.417,-15235.731,581.381,10191.3,-14712.202,581.381,5,-1
9960.248,-15178.083,582.893,10106.807,-15439.848,582.893,9813.689,-14916.318,582.893,5,-1
9557.125,-15364.338,578.645,9690.568,-15633.025,578.645,9423.682,-15095.65,578.645,5,-1
9148.895,-15512.32,572.79,9250.979,-15794.417,572.79,9046.81,-15230.224,572.79,5,-1
8750.869,-15637.343,566.076,8833.819,-15925.646,566.076,8667.919,-15349.039,566.076,5,-1
8306.919,-15736.851,553.085,8358.525,-16032.379,553.085,8255.312,-15441.322,553.085,5,-1
7911.449,-15823.602,536.113,7954.1,-16120.555,536.113,7868.799,-15526.648,536.113,5,-1
7500.67,-15879.735,520.544,7539.658,-16177.191,520.544,7461.683,-15582.279,520.544,5,-1
7094.995,-15910.354,504.21,7111.706,-16209.888,504.21,7078.283,-15610.819,504.21,5,-1
6612.777,-15935.87,484.318,6629.488,-16235.404,484.318,6596.065,-15636.336,484.318,5,-1
6176.483,-15940.973,465.574,6173.114,-16240.954,465.574,6179.852,-15640.991,465.574,5,-1
5678.958,-15928.215,444.113,5665.492,-16227.912,444.113,5692.424,-15628.518,444.113,5,-1
5206.945,-15902.7,424.314,5177.351,-16201.237,424.314,5236.54,-15604.163,424.314,5,-1
4750.242,-15861.876,406.245,4706.82,-16158.717,406.245,4793.665,-15565.035,406.245,5,-1
4344.567,-15813.397,390.474,4301.145,-16110.238,390.474,4387.99,-15516.557,390.474,5,-1
3834.285,-15744.507,372.184,3790.863,-16041.348,372.184,3877.708,-15447.666,372.184,5,-1
3382.684,-15665.412,357.5,3321.935,-15959.197,357.5,3443.433,-15371.627,357.5,5,-1
2851.99,-15568.457,343.427,2791.241,-15862.242,343.427,2912.739,-15274.672,343.427,5,-1
2390.183,-15466.396,333.369,2329.434,-15760.182,333.369,2450.932,-15172.611,333.369,5,-1
2004.919,-15382.196,333.293,1944.17,-15675.981,333.293,2065.668,-15088.411,333.293,5,-1
1629.861,-15287.792,339.996,1569.112,-15581.577,339.996,1690.61,-14994.007,339.996,5,-1
1259.906,-15172.978,326.463,1141.347,-15448.557,326.463,1378.464,-14897.398,326.463,5,-1
940.979,-15019.892,299.274,785.903,-15276.702,299.274,1096.054,-14763.081,299.274,5,-1
622.052,-14785.16,265.84,429.87,-15015.521,265.84,814.233,-14554.799,265.84,5,-1
324.164,-14516.332,226.875,103.498,-14719.572,226.875,544.83,-14313.092,226.875,5,-1
-2.786,-14149.418,167.102,-223.452,-14352.658,167.102,217.88,-13946.178,167.102,5,-1
-293.408,-13807.935,136.051,-530.192,-13992.144,136.051,-56.623,-13623.726,136.051,5,-1
-485.945,-13557.271,130.846,-721.434,-13743.133,130.846,-250.455,-13371.408,130.846,5,-1
-747.504,-13244.85,144.905,-982.994,-13430.712,144.905,-512.015,-13058.987,144.905,5,-1
-1019.963,-12914.264,185.817,-1255.453,-13100.126,185.817,-784.474,-12728.401,185.817,5,-1
-1281.523,-12583.678,226.143,-1517.013,-12769.54,226.143,-1046.034,-12397.815,226.143,5,-1
-1514.021,-12263.99,263.124,-1749.511,-12449.853,263.124,-1278.532,-12078.128,263.124,5,-1
-1702.927,-11915.24,305.704,-1975.276,-12041.041,305.704,-1430.577,-11789.439,305.704,5,-1
-1833.707,-11559.225,335.719,-2123.89,-11635.339,335.719,-1543.523,-11483.11,335.719,5,-1
-1880.933,-11181.413,352.33,-2178.919,-11216.116,352.33,-1582.947,-11146.71,352.33,5,-1
-1819.175,-10818.132,356.767,-2107.094,-10733.854,356.767,-1531.256,-10902.409,356.767,5,-1
-1615.739,-10469.383,356.39,-1894.602,-10358.769,356.39,-1336.876,-10579.997,356.39,5,-1
-1346.913,-10251.414,339.224,-1547.223,-10028.085,339.224,-1146.602,-10474.743,339.224,5,-1
-950.94,-10051.609,305.13,-1109.874,-9797.169,305.13,-792.006,-10306.05,305.13,5,-1
-551.334,-9909.93,269.222,-655.571,-9628.621,269.222,-447.097,-10191.238,269.222,5,-1
-81.903,-9744.563,225.437,-186.14,-9463.255,225.437,22.334,-10025.872,225.437,5,-1
366.191,-9579.2,184.715,261.954,-9297.892,184.715,470.428,-9860.509,184.715,5,-1
812.898,-9329.046,153.742,615.557,-9103.09,153.742,1010.24,-9555.002,153.742,5,-1
1177.412,-8935.947,129.988,913.308,-8793.648,129.988,1441.516,-9078.246,129.988,5,-1
1363.243,-8507.108,129.37,1077.339,-8416.23,129.37,1649.147,-8597.986,129.37,5,-1
1481.174,-7974.631,144.849,1184.38,-7930.892,144.849,1777.968,-8018.371,144.849,5,-1
1527.632,-7395.696,170.34,1228.605,-7371.547,170.34,1826.658,-7419.845,170.34,5,-1
1509.763,-6931.119,189.263,1213.207,-6976.445,189.263,1806.319,-6885.793,189.263,5,-1
1416.847,-6459.395,214.97,1120.291,-6504.72,214.97,1713.403,-6414.069,214.97,5,-1
1227.442,-5955.505,238.985,930.886,-6000.831,238.985,1523.998,-5910.179,238.985,5,12
1555.321,-5416.23,239.188,1439.323,-5139.563,239.188,1671.318,-5692.897,239.188,6,12
2008.312,-5386.03,239.188,1936.163,-5094.835,239.188,2080.459,-5677.226,239.188,6,-1
2517.388,-5269.547,239.185,2445.24,-4978.352,239.185,2589.536,-5560.742,239.185,6,-1
3069.605,-5118.55,229.996,2979.517,-4832.396,229.996,3159.693,-5404.704,229.996,6,-1
3496.711,-4958.924,221.609,3406.623,-4672.771,221.609,3586.8,-5245.078,221.609,6,-1
3928.132,-4786.356,209.103,3823.15,-4505.324,209.103,4033.114,-5067.388,209.103,6,-1
4320.725,-4643.988,198.994,4200.28,-4369.228,198.994,4441.169,-4918.748,198.994,6,-1
4739.202,-4488.676,186.866,4618.757,-4213.917,186.866,4859.647,-4763.436,186.866,6,-1
5269.848,-4285.909,171.391,5169.137,-4003.318,171.391,5370.559,-4568.499,171.391,6,-1
5774.608,-4156.481,157.339,5699.708,-3865.982,157.339,5849.509,-4446.98,157.339,6,-1
6231.914,-4087.453,146.185,6157.013,-3796.953,146.185,6306.815,-4377.952,146.185,6,-1
6589.993,-4078.824,137.792,6515.092,-3788.325,137.792,6664.894,-4369.323,137.792,6,13
498.906,-5168.285,245.778,643.304,-4905.323,245.778,354.507,-5431.247,245.778,7,12
9.207,-4892.572,240.967,153.606,-4629.61,240.967,-135.192,-5155.534,240.967,7,-1
-505.182,-4620.973,234.106,-360.783,-4358.011,234.106,-649.581,-4883.935,234.106,7,-1
-1011.341,-4345.26,236.416,-866.942,-4082.298,236.416,-1155.739,-4608.222,236.416,7,-1
-1505.154,-4118.928,231.4,-1370.332,-3850.929,231.4,-1639.976,-4386.926,231.4,7,-1
-1994.853,-3946.093,206.105,-1894.396,-3663.412,206.105,-2095.31,-4228.773,206.105,7,-1
-2517.472,-3826.754,174.574,-2477.294,-3529.457,174.574,-2557.65,-4124.051,174.574,7,-1
-3077.127,-3777.373,147.791,-3095.244,-3477.921,147.791,-3059.01,-4076.825,147.791,7,9
-4130.632,-4109.115,124.578,-4304.159,-3864.394,124.578,-3957.106,-4353.836,124.578,8,9
-4619.28,-4427.408,124.344,-4792.807,-4182.687,124.344,-4445.753,-4672.129,124.344,8,-1
-5067.58,-4691.905,124.344,-5223.533,-4435.627,124.344,-4911.627,-4948.184,124.344,8,-1
-5488.981,-4920.538,124.344,-5644.935,-4664.259,124.344,-5333.028,-5176.816,124.344,8,-1
-5950.731,-5162.618,124.344,-6106.684,-4906.34,124.344,-5794.778,-5418.896,124.344,8,-1
-6421.446,-5404.7,124.344,-6577.399,-5148.421,124.344,-6265.493,-5660.978,124.344,8,-1
-6856.297,-5606.435,124.344,-7012.25,-5350.157,124.344,-6700.344,-5862.713,124.344,8,-1
-7273.215,-5821.619,124.344,-7429.168,-5565.34,124.344,-7117.262,-6077.897,124.344,8,-1
-7730.481,-6086.114,124.344,-7886.434,-5829.836,124.344,-7574.528,-6342.393,124.344,8,-1
-8102.57,-6310.264,124.345,-8258.522,-6053.985,124.345,-7946.617,-6566.542,124.345,8,10
-8689.846,-7014.096,172.398,-8979.241,-6935.039,172.398,-8400.45,-7093.154,172.398,9,10
-8833.303,-7466.879,225.677,-9127.372,-7407.521,225.677,-8539.233,-7526.236,225.677,9,-1
-8882.617,-7928.626,285.804,-9182.616,-7929.349,285.804,-8582.618,-7927.903,285.804,9,-1
-8869.166,-8390.381,348.843,-9166.548,-8429.928,348.843,-8571.784,-8350.834,348.843,9,-1
-8806.401,-8910.414,415.433,-9103.783,-8949.961,415.433,-8509.02,-8870.867,415.433,9,-1
-8721.224,-9403.546,479.077,-9017.363,-9451.52,479.077,-8425.084,-9355.572,479.077,9,-1
-8622.597,-9901.161,536.083,-8913.195,-9975.677,536.083,-8331.998,-9826.646,536.083,9,-1
-8483.618,-10434.642,584.103,-8774.217,-10509.157,584.103,-8193.02,-10360.126,584.103,9,-1
-8380.506,-10914.327,609.422,-8671.104,-10988.843,609.422,-8089.907,-10839.812,609.422,9,-1
-8286.361,-11443.323,622.562,-8580.769,-11500.979,622.562,-7991.954,-11385.668,622.562,9,-1
-8129.456,-11914.043,626.6,-8414.642,-12007.15,626.6,-7844.27,-11820.936,626.6,9,-1
-7923.239,-12371.31,630.687,-8183.352,-12520.779,630.687,-7663.125,-12221.84,630.687,9,-1
-7685.641,-12752.368,627.917,-7945.754,-12901.838,627.917,-7425.527,-12602.898,627.917,9,-1
-7439.075,-13115.491,631.662,-7695.147,-13271.784,631.662,-7183.003,-12959.198,631.662,9,-1
-7205.959,-13492.068,626.703,-7459.852,-13651.877,626.703,-6952.067,-13332.26,626.703,9,-1
-6995.259,-13917.955,624.345,-7274.837,-14026.75,624.345,-6715.682,-13809.16,624.345,9,-1
-6829.389,-14330.395,623.711,-7121.48,-14398.824,623.711,-6537.298,-14261.965,623.711,9,-1
-6766.628,-14787.661,623.563,-7066.292,-14801.855,623.563,-6466.964,-14773.467,623.563,9,-1
-6856.287,-15186.65,623.369,-7133.374,-15071.659,623.369,-6579.2,-15301.642,623.369,9,-1
-7062.503,-15540.809,610.236,-7303.293,-15361.866,610.236,-6821.714,-15719.751,610.236,9,-1
-7389.762,-15854.62,585.016,-7562.125,-15609.078,585.016,-7217.398,-16100.162,585.016,9,-1
-7775.3,-16096.703,556.462,-7898.767,-15823.288,556.462,-7651.833,-16370.118,556.462,9,-1
-8241.536,-16276.027,526.792,-8317.173,-15985.719,526.792,-8165.899,-16566.336,526.792,9,-1
-8725.701,-16392.588,492.323,-8762.211,-16094.817,492.323,-8689.191,-16690.357,492.323,9,-1
-9232.28,-16459.834,469.578,-9260.284,-16161.144,469.578,-9204.276,-16758.523,469.578,9,-1
-9711.965,-16477.762,465.18,-9706.169,-16177.817,465.18,-9717.761,-16777.705,465.18,9,-1
-10254.409,-16437.414,451.023,-10203.517,-16141.763,451.023,-10305.302,-16733.066,451.023,9,-1
-10743.057,-16320.855,413.665,-10646.562,-16036.798,413.665,-10839.551,-16604.914,413.665,9,-1
-11195.844,-16168.433,364.107,-11079.013,-15892.117,364.107,-11312.675,-16444.748,364.107,9,-1
-11666.56,-15948.762,300.8,-11524.071,-15684.76,300.8,-11809.048,-16212.764,300.8,9,-1
-12150.728,-15661.851,230.037,-11982.284,-15413.603,230.037,-12319.171,-15910.099,230.037,9,-1
-12545.232,-15357.003,175.785,-12357.987,-15122.612,175.785,-12732.478,-15591.394,175.785,9,-1
-12971.118,-14993.881,135.909,-12754.207,-14786.638,135.909,-13188.029,-15201.124,135.909,9,-1
-13280.448,-14675.587,125.715,-13056.337,-14476.152,125.715,-13504.56,-14875.021,125.715,9,-1
-13657.024,-14249.698,137.108,-13432.913,-14050.264,137.108,-13881.136,-14449.133,137.108,9,-1
-13957.388,-13864.157,155.001,-13717.999,-13683.345,155.001,-14196.776,-14044.97,155.001,9,-1
-14248.783,-13465.167,179.456,-14009.395,-13284.354,179.456,-14488.172,-13645.979,179.456,9,-1
-14522.246,-13075.146,207.774,-14261.243,-12927.235,207.774,-14783.249,-13223.056,207.774,9,-1
-14744.501,-12731.668,233.964,-14483.498,-12583.758,233.964,-15005.504,-12879.578,233.964,9,-1
-14992.729,-12287.163,269.106,-14731.727,-12139.253,269.106,-15253.732,-12435.073,269.106,9,-1
-15186.119,-11874.411,300.973,-14915.677,-11744.562,300.973,-15456.562,-12004.26,300.973,9,-1
-15356.415,-11453.0,331.466,-15076.163,-11345.954,331.466,-15636.667,-11560.046,331.466,9,-1
-15506.508,-10933.449,366.097,-15213.885,-10867.331,366.097,-15799.131,-10999.567,366.097,9,-1
-15604.647,-10500.494,389.905,-15305.867,-10473.475,389.905,-15903.428,-10527.514,389.905,9,-1
-15645.059,-10050.22,408.716,-15345.062,-10048.791,408.716,-15945.055,-10051.648,408.716,9,-1
-15659.487,-9634.582,419.535,-15360.279,-9656.364,419.535,-15958.695,-9612.8,419.535,9,-1
-15616.191,-9273.782,423.993,-15320.187,-9322.58,423.993,-15912.196,-9224.984,423.993,9,-1
-15527.615,-8816.151,418.889,-15232.248,-8868.668,418.889,-15822.982,-8763.635,418.889,9,11
-14784.575,-7374.361,394.798,-14585.243,-7598.563,394.798,-14983.907,-7150.159,394.798,10,11
-14400.754,-6892.126,379.409,-14201.422,-7116.328,379.409,-14600.086,-6667.924,379.409,10,-1
-14007.09,-6523.066,350.025,-13807.758,-6747.269,350.025,-14206.422,-6298.864,350.025,10,-1
-13510.089,-6119.563,332.991,-13310.757,-6343.766,332.991,-13709.421,-5895.361,332.991,10,-1
-12998.326,-5784.95,315.996,-12829.427,-6032.887,315.996,-13167.226,-5537.013,315.996,10,-1
-12511.165,-5538.91,321.996,-12369.859,-5803.546,321.996,-12652.471,-5274.273,321.996,10,-1
-12019.089,-5351.919,318.985,-11922.741,-5636.026,318.985,-12115.437,-5067.812,318.985,10,-1
-11482.722,-5302.71,291.98,-11461.999,-5601.994,291.98,-11503.444,-5003.426,291.98,10,-1
-11079.217,-5391.284,268.354,-11169.082,-5677.508,268.354,-10989.352,-5105.06,268.354,10,-1
-10675.711,-5573.353,249.681,-10765.576,-5859.577,249.681,-10585.846,-5287.129,249.681,10,-1
-10286.971,-5784.947,224.262,-10423.16,-6052.253,224.262,-10150.781,-5517.641,224.262,10,-1
