middle.x,middle.y,middle.z,side1.x,side1.y,side1.z,side2.x,side2.y,side2.z,group_id,inter_id
-6056.619,2181.789,456.352,11347.542,10260.523,282.793,10873.786,10628.703,282.793,3,-1
-6276.497,2594.544,489.718,11680.404,10753.132,314.208,11155.521,11043.815,314.208,3,-1
-6480.946,3057.448,516.42,11917.712,11298.471,349.569,11372.069,11548.018,349.569,3,-1
-6722.187,3655.68,532.489,12178.117,11928.131,389.055,11603.342,12100.275,389.055,3,2
-6778.919,4870.699,490.318,12367.227,12443.447,419.546,11792.451,12615.592,419.546,4,2
-6603.994,5291.464,453.894,12523.235,12954.035,441.679,11948.46,13126.18,441.679,4,-1
-6343.97,5712.229,409.913,12693.931,13453.189,453.605,12137.062,13676.566,453.605,4,-1
-5979.938,6151.903,357.325,12887.761,14025.235,478.645,12330.892,14248.612,478.645,4,-1
-5559.174,6563.214,303.859,13036.883,14711.144,539.909,12437.059,14725.706,539.909,4,-1
-5157.32,6913.064,257.128,12976.705,15377.861,605.948,12412.141,15174.721,605.948,4,-1
-4684.551,7286.551,209.499,12621.492,15990.64,651.183,12181.125,15583.114,651.183,4,-1
-4169.232,7674.223,167.855,12032.144,16355.38,643.4,11843.841,15785.694,643.4,4,-1
-3668.095,8047.709,138.302,11493.458,16478.35,636.866,11446.442,15880.194,636.866,4,-1
-3233.147,8383.375,125.811,10777.809,16521.812,630.453,10781.607,15921.825,630.453,4,-1
-2703.645,8723.765,124.344,10077.039,16491.812,627.669,10139.711,15895.095,627.669,4,-1
-2226.147,8950.692,123.563,9358.433,16420.9,621.354,9421.104,15824.182,621.354,4,-1
-1800.654,9073.608,123.563,8663.463,16331.078,611.881,8726.135,15734.359,611.881,4,-1
-1360.978,9130.339,123.563,7925.941,16245.982,606.099,7988.613,15649.264,606.099,4,-1
-944.941,9139.794,123.563,7336.08,16228.699,602.602,7330.367,15628.727,602.602,4,-1
-514.721,9078.334,123.563,6608.014,16223.972,587.488,6602.301,15623.999,587.488,4,-1
-56.134,8983.78,123.563,6078.512,16205.062,559.02,6072.799,15605.089,559.02,4,-1
307.898,8879.771,123.563,5392.134,16138.581,502.359,5501.611,15548.653,502.359,4,-1
804.307,8747.396,123.563,4715.157,15989.782,417.135,4883.199,15413.794,417.135,4,-1
1338.536,8534.65,124.344,4060.891,15760.167,322.498,4317.719,15217.913,322.498,4,-1
1886.949,8326.633,124.344,3508.652,15455.71,242.789,3839.319,14955.05,242.789,4,-1
2487.367,8080.792,124.344,3002.788,15124.773,182.755,3333.455,14624.113,182.755,4,5
3986.046,7499.285,124.344,2501.181,14764.607,145.588,2861.155,14284.588,145.588,5,5
4444.631,7409.459,127.227,1966.951,14353.305,127.564,2326.926,13873.285,127.564,5,-1
4889.034,7357.454,132.387,1407.291,13221.2,185.014,1992.988,13351.429,185.014,5,-1
5300.343,7395.275,139.804,1461.67,12836.67,237.079,2047.366,12966.898,237.079,5,-1
5773.111,7489.828,150.357,1629.149,12333.796,299.733,2190.621,12545.337,299.733,5,-1
6378.256,7678.936,166.21,1858.316,11817.202,364.642,2419.788,12028.743,364.642,5,-1
6865.209,7886.953,180.72,2091.367,11347.218,414.425,2652.838,11558.759,414.425,5,-1
7304.885,8113.882,193.663,2289.459,10888.886,445.087,2850.931,11100.427,445.087,5,-1
7853.298,8430.632,210.205,2433.174,10469.395,452.089,2994.646,10680.936,452.089,5,-1
8373.343,8728.476,224.217,2523.777,9976.869,426.582,3113.788,10085.898,426.582,5,-1
8817.745,9016.862,234.939,2597.576,9487.463,381.912,3187.587,9596.492,381.912,5,-1
9257.416,9272.151,243.804,2663.607,9044.667,329.315,3253.618,9153.696,329.315,5,-1
9820.008,9593.635,251.548,2780.132,8508.649,257.522,3370.143,8617.679,257.522,5,-1
10335.326,9834.742,254.032,1217.511,13975.146,135.216,1205.916,13375.257,135.216,5,-1
10774.998,10108.947,262.405,801.859,13946.29,147.826,717.561,13352.241,147.826,5,-1
11110.664,10444.613,282.793,393.982,13997.057,164.68,184.382,13434.857,164.68,5,-1
11417.963,10898.474,314.208,-95.071,14126.732,183.842,-304.671,13564.533,183.842,5,-1
11644.891,11423.244,349.569,-558.19,14297.164,203.033,-767.789,13734.965,203.033,5,-1
11890.729,12014.203,389.055,-927.832,14451.03,218.77,-1146.547,13892.313,218.77,5,-1
12079.839,12529.52,419.546,-1505.803,14691.854,242.156,-1724.518,14133.138,242.156,5,-1
12235.848,13040.107,441.679,-2083.776,14925.273,263.865,-2302.491,14366.557,263.865,5,-1
12415.496,13564.878,453.605,-2647.221,15111.542,280.084,-2754.199,14521.155,280.084,5,-1
12609.326,14136.924,478.645,-3240.05,15223.791,293.356,-3243.214,14623.799,293.356,5,-1
12736.971,14718.425,539.909,-3873.802,15228.095,301.688,-3787.635,14634.313,301.688,5,-1
12694.423,15276.291,605.948,-4499.924,15115.514,299.369,-4332.275,14539.412,299.369,5,-1
12401.309,15786.877,651.183,-5094.923,15001.208,271.704,-4959.911,14416.595,271.704,5,-1
11937.992,16070.537,643.4,-5743.289,14908.582,220.35,-5608.277,14323.969,220.35,5,-1
11469.95,16179.271,636.866,-6362.016,14782.61,167.503,-6227.004,14197.997,167.503,5,-1
10779.708,16221.819,630.453,-6918.725,14678.473,135.343,-6752.137,14102.062,135.343,5,-1
10108.375,16193.454,627.669,-7567.089,14470.994,127.961,-7400.501,13894.584,127.961,5,-1
9389.769,16122.541,621.354,-8085.783,14315.385,140.783,-7919.195,13738.975,140.783,5,-1
8694.799,16032.719,611.881,-8656.345,14144.957,164.785,-8489.757,13568.547,164.785,5,-1
7957.277,15947.623,606.099,-9171.335,13989.345,198.205,-9004.747,13412.935,198.205,5,-1
7333.223,15928.713,602.602,-9701.145,13833.734,235.786,-9534.557,13257.324,235.786,5,-1
6605.157,15923.985,587.488,-10290.235,13659.597,283.555,-10123.647,13083.187,283.555,5,-1
6075.655,15905.075,559.02,-10765.249,13484.117,321.825,-10559.243,12920.59,321.825,5,-1
5446.873,15843.617,502.359,-11332.857,13260.517,370.257,-11099.674,12707.683,370.257,5,-1
4799.178,15701.788,417.135,-11849.794,13021.631,396.261,-11581.655,12484.879,396.261,5,-1
4189.305,15489.04,322.498,-12329.691,12747.171,437.126,-12012.535,12237.847,437.126,5,-1
3673.986,15205.38,242.789,-12736.341,12462.71,458.991,-12362.419,11993.474,458.991,5,-1
3168.121,14874.443,182.755,-13167.672,12085.032,486.984,-12724.35,11680.724,486.984,5,-1
2681.168,14524.598,145.588,-13542.265,11688.404,504.631,-13098.942,11284.096,504.631,5,-1
2146.938,14113.295,127.564,-13866.873,11212.744,517.069,-13354.59,10900.391,517.069,5,4
1700.14,13286.314,185.014,-14052.653,10708.304,541.425,-13477.294,10538.12,541.425,6,4
1754.518,12901.784,237.079,-14109.025,10193.971,589.353,-13509.061,10200.439,589.353,6,-1
1909.885,12439.566,299.733,-14086.572,9732.736,646.386,-13494.789,9831.695,646.386,6,-1
2139.052,11922.973,364.642,-13994.358,9254.347,706.686,-13418.065,9421.341,706.686,6,-1
2372.103,11452.988,414.425,-13876.841,8732.853,757.277,-13300.548,8899.847,757.277,6,-1
2570.195,10994.656,445.087,-13779.168,8353.027,773.563,-13192.555,8479.066,773.563,6,-1
2713.91,10575.165,452.089,-13122.238,7147.919,760.557,-12725.703,7598.208,760.557,6,-1
2818.783,10031.384,426.582,-12756.02,6845.498,748.722,-12430.875,7349.761,748.722,6,-1
2892.582,9541.978,381.912,-12399.1,6611.872,736.072,-12119.402,7142.691,736.072,6,-1
2958.613,9099.182,329.315,-11991.451,6391.521,719.835,-11711.754,6922.341,719.835,6,-1
3075.138,8563.164,257.522,-11605.448,6207.827,704.786,-11355.915,6753.477,704.786,6,5
1211.713,13675.201,135.216,-11230.854,6064.601,690.183,-10981.321,6610.249,690.183,7,4
759.71,13649.266,147.826,-10781.76,5901.481,672.253,-10556.361,6457.535,672.253,7,-1
289.182,13715.957,164.68,-10333.723,5751.718,654.868,-10123.002,6313.499,654.868,7,-1
-199.871,13845.633,183.842,-9918.731,5608.493,638.18,-9708.011,6170.273,638.18,7,-1
-662.99,14016.064,203.033,-9522.101,5461.594,621.954,-9311.38,6023.375,621.954,7,-1
-1037.189,14171.672,218.77,-9096.092,5318.368,605.776,-8885.371,5880.148,605.776,7,-1
-1615.161,14412.496,242.156,-8721.497,5156.78,591.009,-8510.776,5718.561,591.009,7,-1
-2193.133,14645.915,263.865,-8411.877,5011.15,578.827,-8144.658,5548.36,578.827,7,-1
-2700.71,14816.349,280.084,-8029.941,4790.803,565.011,-7762.723,5328.013,565.011,7,-1
-3241.632,14923.795,293.356,-7739.817,4592.49,555.35,-7472.599,5129.7,555.35,7,-1
-3830.718,14931.204,301.688,-7515.798,4405.195,548.142,-7248.58,4942.405,548.142,7,-1
-4416.1,14827.463,299.369,-13840.594,7363.222,697.857,-13307.461,7087.958,697.857,7,-1
-5027.417,14708.901,271.704,-14020.497,6959.29,642.93,-13487.364,6684.026,642.93,7,-1
-5675.783,14616.275,220.35,-14247.748,6539.842,557.696,-13735.322,6227.719,557.696,7,-1
-6294.51,14490.304,167.503,-14448.562,6190.707,499.369,-13966.419,5833.581,499.369,7,-1
-6835.431,14390.268,135.343,-14669.539,5864.269,443.895,-14187.396,5507.143,443.895,7,-1
-7483.795,14182.789,127.961,-14940.737,5472.543,370.287,-14458.595,5115.417,370.287,7,-1
-8002.489,14027.18,140.783,-15216.954,5050.685,294.144,-14734.812,4693.559,294.144,7,-1
-8573.051,13856.752,164.785,-15524.854,4520.325,222.148,-14989.391,4249.625,222.148,7,-1
-9088.041,13701.14,198.205,-15743.86,4038.504,169.071,-15182.202,3827.46,169.071,7,-1
-9617.851,13545.529,235.786,-15896.116,3554.897,137.811,-15301.144,3477.393,137.811,7,-1
-10206.941,13371.392,283.555,-15968.891,3013.407,128.359,-15368.992,3024.498,128.359,7,-1
-10662.246,13202.354,321.825,-15938.758,2516.215,145.669,-15338.859,2527.306,145.669,7,-1
-11216.266,12984.1,370.257,-15851.539,1940.782,183.764,-15275.414,2108.353,183.764,7,-1
-11715.725,12753.255,396.261,-15704.38,1418.697,236.561,-15141.333,1626.009,236.561,7,-1
-12171.113,12492.509,437.126,-15518.559,896.395,296.157,-14955.512,1103.706,296.157,7,-1
-12549.38,12228.092,458.991,-15347.479,456.006,339.681,-14795.127,690.33,339.681,7,-1
-12946.011,11882.878,486.984,-15156.636,9.035,375.2,-14604.284,243.359,375.2,7,-1
-13320.604,11486.25,504.631,-14935.66,-473.091,393.194,-14383.309,-238.766,393.194,7,-1
-13610.731,11056.567,517.069,-14683.307,-918.629,401.99,-14153.537,-636.948,401.99,7,-1
-13764.974,10623.212,541.425,-14374.026,-1331.93,421.696,-13890.288,-976.969,421.696,7,-1
-13809.043,10197.205,589.353,-13964.993,-1815.413,460.124,-13515.87,-1417.558,460.124,7,-1
-13790.681,9782.216,646.386,-13619.632,-2143.06,497.294,-13170.509,-1745.205,497.294,7,-1
-13706.212,9337.844,706.686,-13371.682,-2395.436,527.844,-12922.559,-1997.581,527.844,7,-1
-13588.694,8816.35,757.277,-13033.295,-2703.419,568.871,-12596.789,-2291.76,568.871,7,-1
-13485.861,8416.047,773.563,-12688.436,-3052.682,614.941,-12277.496,-2615.5,614.941,7,3
-12923.971,7373.063,760.557,-12420.371,-3320.861,656.267,-11987.67,-2905.205,656.267,8,3
-12593.447,7097.629,748.722,-12145.285,-3638.832,702.75,-11687.156,-3251.381,702.75,8,-1
-12259.251,6877.281,736.072,-11884.051,-3988.616,747.966,-11425.922,-3601.165,747.966,8,-1
-11851.603,6656.931,719.835,-11671.521,-4364.968,788.783,-11213.392,-3977.517,788.783,8,-1
-11480.682,6480.652,704.786,-11730.355,-5207.65,843.706,-11208.604,-5503.918,843.706,8,-1
-11106.088,6337.425,690.183,-11951.033,-5568.862,840.88,-11456.334,-5908.38,840.88,8,-1
-10669.061,6179.508,672.253,-12184.021,-5882.079,831.724,-11713.9,-6254.888,831.724,8,-1
-10228.362,6032.608,654.868,-12417.94,-6168.44,818.447,-11979.001,-6577.503,818.447,8,-1
-9813.371,5889.383,638.18,-12692.821,-6477.158,800.614,-12253.882,-6886.22,800.614,8,-1
-9416.74,5742.484,621.954,-12969.207,-6757.512,782.775,-12544.18,-7181.011,782.775,8,-1
-8990.731,5599.258,605.776,-13290.606,-7112.748,760.515,-12865.579,-7536.247,760.515,8,-1
-8616.137,5437.67,591.009,-13578.178,-7404.55,741.813,-13153.15,-7828.048,741.813,8,-1
-8278.268,5279.755,578.827,-13836.041,-7701.319,725.94,-13385.85,-8097.965,725.94,8,-1
-7896.332,5059.408,565.011,-14123.53,-8076.081,709.498,-13648.13,-8442.134,709.498,8,-1
-7606.208,4861.095,555.35,-14379.006,-8474.151,698.951,-13857.838,-8771.446,698.951,8,-1
-7382.189,4673.8,548.142,-14583.402,-8835.509,694.811,-14050.955,-9112.093,694.811,8,2
-13574.027,7225.59,697.857,-14769.111,-9237.188,682.435,-14220.479,-9480.09,682.435,9,3
-13753.931,6821.658,642.93,-14972.101,-9668.545,648.334,-14423.468,-9911.447,648.334,9,-1
-13991.535,6383.781,557.696,-15149.715,-10104.131,596.662,-14601.082,-10347.033,596.662,9,-1
-14207.49,6012.144,499.369,-15318.871,-10560.86,531.71,-14770.238,-10803.763,531.71,9,-1
-14428.468,5685.706,443.895,-15491.574,-11085.476,457.565,-14910.477,-11234.896,457.565,9,-1
-14699.666,5293.98,370.287,-15588.231,-11645.156,379.807,-14991.437,-11707.084,379.807,9,-1
-14975.883,4872.122,294.144,-15602.519,-12051.165,331.433,-15002.524,-12053.835,331.433,9,-1
-15257.122,4384.975,222.148,-15562.78,-12517.742,292.986,-14974.603,-12399.221,292.986,9,-1
-15463.031,3932.982,169.071,-15405.16,-13003.122,269.046,-14853.105,-12768.097,269.046,9,-1
-15598.63,3516.145,137.811,-15188.233,-13389.937,262.626,-14672.511,-13083.294,262.626,9,-1
-15668.941,3018.952,128.359,-14915.438,-13752.291,258.066,-14437.83,-13389.123,258.066,9,-1
-15638.809,2521.76,145.669,-14545.916,-14121.368,248.423,-14130.717,-13688.229,248.423,9,-1
-15563.477,2024.567,183.764,-14152.465,-14377.894,236.904,-13830.621,-13871.517,236.904,9,-1
-15422.856,1522.353,236.561,-13759.613,-14614.126,223.263,-13496.094,-14075.093,223.263,9,-1
-15237.035,1000.05,296.157,-13273.495,-14848.239,205.346,-13034.919,-14297.712,205.346,9,-1
-15071.303,573.168,339.681,-12839.189,-15015.201,189.727,-12631.883,-14452.152,189.727,9,-1
-14880.46,126.197,375.2,-12373.999,-15171.673,173.186,-12166.692,-14608.624,173.186,9,-1
-14659.484,-355.928,393.194,-11869.387,-15310.066,157.828,-11707.102,-14732.43,157.828,9,-1
-14418.422,-777.788,401.99,-11416.889,-15432.705,145.334,-11254.604,-14855.068,145.334,9,-1
-14132.157,-1154.449,421.696,-11002.449,-15534.197,135.609,-10840.164,-14956.561,135.609,9,-1
-13740.432,-1616.486,460.124,-10562.635,-15656.836,128.347,-10400.35,-15079.199,128.347,9,-1
