middle.x,middle.y,middle.z,side1.x,side1.y,side1.z,side2.x,side2.y,side2.z
-19223.918,8916.663,89.289,-19183.295,8619.426,89.289,-19264.541,9213.9,89.289
-19545.623,8875.462,89.289,-19505.0,8578.225,89.289,-19586.246,9172.699,89.289
-19925.34,8822.174,89.289,-19884.717,8524.937,89.289,-19965.963,9119.411,89.289
-20291.869,8766.378,89.289,-20251.246,8469.141,89.289,-20332.492,9063.615,89.289
-20661.037,8729.183,89.289,-20620.414,8431.945,89.289,-20701.66,9026.42,89.289
-21048.662,8671.466,89.289,-21008.039,8374.229,89.289,-21089.285,8968.703,89.289
-21486.205,8645.453,89.289,-21445.582,8348.216,89.289,-21526.828,8942.69,89.289
-21918.848,8619.068,89.289,-21919.475,8319.069,89.289,-21918.221,8919.067,89.289
-22311.738,8610.266,89.289,-22312.365,8310.267,89.289,-22311.111,8910.265,89.289
-22707.275,8627.246,89.288,-22707.902,8327.247,89.288,-22706.648,8927.245,89.288
-23105.449,8643.01,89.289,-23140.832,8345.104,89.289,-23070.066,8940.916,89.289
-23493.066,8690.107,89.289,-23528.449,8392.201,89.289,-23457.684,8988.014,89.289
-23864.867,8763.089,89.289,-23942.01,8473.177,89.289,-23787.725,9053.001,89.289
-24217.912,8855.665,89.289,-24310.641,8570.355,89.289,-24125.184,9140.975,89.289
-24595.281,8971.398,89.289,-24688.01,8686.089,89.289,-24502.553,9256.708,89.289
-24966.832,9130.966,89.289,-25094.236,8859.362,89.289,-24839.428,9402.569,89.289
-25265.055,9298.37,89.289,-25431.121,9048.526,89.289,-25098.988,9548.214,89.289
-25547.061,9472.218,89.289,-25713.127,9222.374,89.289,-25380.994,9722.062,89.289
-25861.551,9703.874,89.289,-26027.617,9454.03,89.289,-25695.484,9953.718,89.289
-26157.164,9958.731,89.289,-26323.23,9708.888,89.289,-25991.098,10208.575,89.289
-26403.58,10218.422,89.289,-26607.801,9998.664,89.289,-26199.359,10438.18,89.289
-26611.65,10461.874,89.289,-26835.773,10262.452,89.289,-26387.527,10661.296,89.289
-26837.74,10779.305,89.289,-27079.869,10602.18,89.289,-26595.611,10956.43,89.289
-27034.168,11091.895,89.289,-27285.842,10928.615,89.289,-26782.494,11255.174,89.289
-27198.078,11403.002,89.289,-27461.832,11260.055,89.289,-26934.324,11545.949,89.289
-27344.359,11712.554,89.289,-27621.117,11596.774,89.289,-27067.602,11828.333,89.289
-27471.756,12011.785,89.289,-27751.842,11904.307,89.289,-27191.67,12119.264,89.289
-27569.523,12340.646,89.289,-27860.408,12267.253,89.289,-27278.639,12414.038,89.289
-27653.107,12651.729,89.289,-27950.27,12610.567,89.289,-27355.945,12692.89,89.289
-27667.66,12979.183,89.289,-27966.83,13001.479,89.289,-27368.49,12956.887,89.289
-27593.227,13294.628,89.289,-27884.596,13366.073,89.289,-27301.857,13223.183,89.289
-27487.689,13571.446,99.431,-27744.984,13725.715,99.431,-27230.395,13417.178,99.431
-27308.807,13857.536,137.464,-27551.229,14034.262,137.464,-27066.385,13680.811,137.464
-27095.49,14153.805,162.44,-27325.777,14346.075,162.44,-26865.203,13961.534,162.44
-26840.318,14464.886,168.663,-27070.605,14657.156,168.663,-26610.031,14272.615,168.663
-26579.459,14750.401,200.0,-26809.746,14942.672,200.0,-26349.172,14558.131,200.0
-26299.139,15030.148,200.0,-26513.555,15239.973,200.0,-26084.723,14820.324,200.0
-26029.16,15308.559,220.289,-26246.846,15514.987,220.289,-25811.475,15102.13,220.289
-25723.4,15624.596,243.047,-25941.086,15831.024,243.047,-25505.715,15418.167,243.047
-25472.33,15899.129,260.991,-25690.016,16105.558,260.991,-25254.645,15692.7,260.991
-25215.01,16211.288,279.481,-25453.916,16392.738,279.481,-24976.104,16029.838,279.481
-24987.209,16506.574,294.101,-25226.115,16688.023,294.101,-24748.303,16325.124,294.101
-24786.387,16872.092,305.94,-25059.779,16995.607,305.94,-24512.994,16748.576,305.94
-24629.59,17232.453,311.432,-24918.088,17314.723,311.432,-24341.092,17150.184,311.432
-24573.795,17616.016,323.485,-24872.072,17648.119,323.485,-24275.518,17583.912,323.485
-24545.23,18070.725,358.938,-24845.219,18073.303,358.938,-24245.242,18068.146,358.938
-24548.016,18460.512,407.788,-24847.578,18444.332,407.788,-24248.453,18476.691,407.788
-24583.068,18899.031,480.615,-24879.25,18851.32,480.615,-24286.887,18946.742,480.615
-24679.762,19389.791,581.307,-24975.672,19340.426,581.307,-24383.852,19439.156,581.307
-24767.848,19868.619,692.201,-25062.322,19811.307,692.201,-24473.373,19925.932,692.201
-24887.67,20334.014,810.361,-25182.145,20276.701,810.361,-24593.195,20391.326,810.361
-24998.809,20768.123,926.024,-25293.283,20710.811,926.024,-24704.334,20825.436,926.024
-25093.195,21247.398,1060.874,-25387.67,21190.086,1060.874,-24798.721,21304.711,1060.874
-25206.369,21713.09,1190.854,-25503.602,21672.432,1190.854,-24909.137,21753.748,1190.854
-25252.293,22121.688,1300.326,-25550.342,22087.537,1300.326,-24954.244,22155.838,1300.326
-25298.299,22569.963,1416.671,-25598.197,22562.186,1416.671,-24998.4,22577.74,1416.671
-25307.232,23020.076,1520.722,-25607.111,23028.604,1520.722,-25007.354,23011.549,1520.722
-25247.088,23405.668,1596.86,-25537.395,23481.316,1596.86,-24956.781,23330.02,1596.86
-25145.725,23824.283,1659.652,-25428.846,23923.49,1659.652,-24862.604,23725.076,1659.652
-24977.771,24144.027,1693.988,-25232.035,24303.246,1693.988,-24723.508,23984.809,1693.988
-24758.152,24486.379,1709.601,-25012.416,24645.598,1709.601,-24503.889,24327.16,1709.601
-24506.229,24812.58,1691.984,-24712.695,25030.229,1691.984,-24299.762,24594.932,1691.984
-24193.443,25134.043,1636.649,-24399.91,25351.691,1636.649,-23986.977,24916.395,1636.649
-23882.535,25415.32,1555.77,-24089.002,25632.969,1555.77,-23676.068,25197.672,1555.77
-23590.184,25636.652,1465.438,-23781.896,25867.402,1465.438,-23398.471,25405.902,1465.438
-23232.021,25863.854,1349.472,-23379.906,26124.871,1349.472,-23084.137,25602.836,1349.472
-22870.756,26088.68,1218.699,-23018.641,26349.697,1218.699,-22722.871,25827.662,1218.699
-22520.473,26274.164,1091.425,-22668.357,26535.182,1091.425,-22372.588,26013.146,1091.425
-22142.965,26461.768,961.78,-22273.004,26732.119,961.78,-22012.926,26191.416,961.78
-21779.17,26614.545,842.013,-21909.209,26884.896,842.013,-21649.131,26344.193,842.013
-21418.055,26747.486,736.291,-21508.531,27033.518,736.291,-21327.578,26461.455,736.291
-21063.375,26876.355,647.032,-21153.852,27162.387,647.032,-20972.898,26590.324,647.032
-20688.727,27021.697,570.22,-20779.203,27307.729,570.22,-20598.25,26735.666,570.22
-20272.105,27157.34,514.983,-20362.582,27443.371,514.983,-20181.629,26871.309,514.983
-19832.865,27299.455,494.013,-19923.342,27585.486,494.013,-19742.389,27013.424,494.013
-19442.076,27409.27,489.646,-19532.553,27695.301,489.646,-19351.6,27123.238,489.646
-19076.334,27517.197,479.776,-19130.506,27812.266,479.776,-19022.162,27222.129,479.776
-18683.609,27631.119,465.276,-18737.781,27926.188,465.276,-18629.438,27336.051,465.276
-18314.871,27733.051,448.206,-18369.043,28028.119,448.206,-18260.699,27437.982,448.206
-17897.352,27822.805,426.519,-17951.523,28117.873,426.519,-17843.18,27527.736,426.519
-17532.426,27915.932,404.65,-17586.598,28211.0,404.65,-17478.254,27620.863,404.65
-17172.68,27981.889,382.028,-17226.852,28276.957,382.028,-17118.508,27686.82,382.028
-16737.99,28035.854,354.731,-16749.99,28335.613,354.731,-16725.99,27736.094,354.731
-16336.281,28068.832,329.854,-16348.281,28368.592,329.854,-16324.281,27769.072,329.854
-15919.585,28080.824,304.977,-15931.585,28380.584,304.977,-15907.585,27781.064,304.977
-15505.884,28056.842,281.967,-15471.402,28354.854,281.967,-15540.365,27758.83,281.967
-15137.148,27993.883,263.902,-15102.667,28291.895,263.902,-15171.63,27695.871,263.902
-14783.404,27918.934,250.539,-14697.697,28206.43,250.539,-14869.111,27631.438,250.539
-14387.688,27772.031,240.528,-14301.98,28059.527,240.528,-14473.395,27484.535,240.528
-14060.922,27589.16,237.105,-13937.567,27862.627,237.105,-14184.276,27315.693,237.105
-13683.196,27340.342,234.556,-13559.842,27613.809,234.556,-13806.551,27066.875,234.556
-13373.246,27036.469,228.2,-13199.571,27281.086,228.2,-13546.921,26791.852,228.2
-13080.106,26743.322,218.671,-12861.26,26948.52,218.671,-13298.953,26538.125,218.671
-12880.611,26433.893,208.302,-12630.594,26599.697,208.302,-13130.629,26268.088,208.302
-12677.043,26095.961,195.64,-12409.559,26231.799,195.64,-12944.527,25960.123,195.64
-12473.475,25709.174,181.119,-12196.108,25823.488,181.119,-12750.841,25594.859,181.119
-12314.694,25354.959,167.454,-12037.328,25469.273,167.454,-12592.061,25240.645,167.454
-12180.23,24973.127,152.946,-11902.864,25087.441,152.946,-12457.597,24858.812,152.946
-12025.629,24532.533,136.372,-11735.26,24607.936,136.372,-12315.998,24457.131,136.372
-11907.583,24114.74,121.56,-11616.002,24185.314,121.56,-12199.164,24044.166,121.56
-11788.221,23657.6,106.39,-11494.2,23717.199,106.39,-12082.241,23598.0,106.39
-11685.372,23232.586,94.376,-11393.774,23303.088,94.376,-11976.97,23162.084,94.376
-11583.552,22791.92,83.562,-11292.751,22865.641,83.562,-11874.353,22718.199,83.562
-11480.858,22332.32,75.528,-11190.058,22406.041,75.528,-11771.659,22258.6,75.528
-11357.934,21837.238,70.601,-11067.133,21910.959,70.601,-11648.734,21763.518,70.601
-11260.223,21340.527,69.526,-10960.339,21348.873,69.526,-11560.106,21332.182,69.526
-11203.225,20819.379,69.528,-10903.341,20827.725,69.528,-11503.108,20811.033,69.528
-11195.082,20306.379,69.528,-10895.198,20314.725,69.528,-11494.966,20298.033,69.528
-11207.296,19842.234,69.526,-10907.412,19850.58,69.526,-11507.18,19833.889,69.526
-11243.938,19386.234,69.528,-10944.055,19394.58,69.528,-11543.822,19377.889,69.528
-11276.51,18881.375,69.526,-10976.626,18889.721,69.526,-11576.394,18873.029,69.526
-11305.009,18425.377,69.53,-11005.125,18433.723,69.53,-11604.893,18417.031,69.53
-11313.152,17985.662,69.53,-11013.269,17994.008,69.53,-11613.036,17977.316,69.53
-11300.938,17505.234,69.528,-11001.055,17513.58,69.528,-11600.822,17496.889,69.528
-11264.297,17049.234,69.528,-10968.329,17098.254,69.528,-11560.265,17000.215,69.528
-11162.515,16609.514,69.528,-10877.176,16702.152,69.528,-11447.854,16516.875,69.528
-11028.161,16157.589,69.527,-10742.822,16250.228,69.527,-11313.5,16064.95,69.527
-10877.523,15721.953,69.53,-10598.324,15831.715,69.53,-11156.723,15612.191,69.53
-10631.376,15337.46,69.53,-10369.401,15483.643,69.53,-10893.351,15191.277,69.53
-10405.2,14936.244,69.527,-10160.203,15109.382,69.527,-10650.197,14763.106,69.527
-10156.899,14602.324,69.526,-9931.193,14799.952,69.526,-10382.605,14404.696,69.526
-9823.048,14292.898,71.44,-9627.854,14561.955,71.44,-10045.898,14006.671,71.44
-9436.269,14073.043,80.911,-9302.159,14341.398,80.911,-9626.003,13744.342,80.911
-9000.629,13849.118,117.56,-8882.587,14124.919,117.56,-9158.074,13501.404,117.56
-8599.576,13622.045,162.65,-8464.049,13952.321,162.65,-8728.654,13310.486,162.65
-8174.208,13489.82,211.189,-8078.719,13839.775,211.189,-8268.93,13175.542,211.189
-7627.226,13411.358,272.696,-7569.274,13748.885,272.696,-7682.392,13074.597,272.696
-7199.223,13376.036,324.438,-7146.537,13706.18,324.438,-7262.897,13041.198,324.438
-6794.55,13324.908,365.594,-6733.498,13659.717,365.594,-6857.443,12963.995,365.594
-6325.727,13254.696,406.557,-6297.729,13590.716,406.557,-6353.788,12874.653,406.557
-5829.017,13213.98,432.128,-5798.844,13533.47,432.128,-5844.91,12859.765,432.128
-5283.451,13222.122,443.097,-5267.089,13534.621,443.097,-5281.326,12825.915,443.097
-4680.885,13201.766,457.626,-4668.581,13501.513,457.626,-4691.345,12794.765,457.626
-4135.318,13189.552,482.441,-4132.458,13489.538,482.441,-4139.392,12794.077,482.441
-3638.608,13169.195,512.428,-3635.747,13469.182,512.428,-3635.765,12775.882,512.428
-3093.04,13161.053,552.104,-3090.18,13461.039,552.104,-3102.451,12766.446,552.104
-2559.687,13152.91,596.431,-2556.826,13452.896,596.431,-2559.187,12754.3,596.431
-2067.047,13156.981,640.845,-2064.187,13456.968,640.845,-2067.781,12777.799,640.845
-1509.265,13185.48,694.37,-1531.969,13484.62,694.37,-1483.077,12790.982,694.37
-1012.554,13226.193,744.542,-1048.092,13524.081,744.542,-964.347,12862.719,744.542
-576.914,13287.263,790.245,-634.034,13581.774,790.245,-501.243,12937.612,790.245
-88.346,13352.403,840.599,-151.719,13694.816,840.599,-31.226,13057.892,840.599
420.579,13498.971,893.147,308.514,13844.812,893.147,532.501,13171.034,893.147
876.576,13669.966,938.868,762.073,14009.066,938.868,984.832,13365.333,938.868
1369.216,13861.317,982.803,1212.274,14191.655,982.803,1486.298,13585.107,982.803
1825.213,14174.812,1019.338,1629.483,14402.166,1019.338,2020.943,13947.457,1019.338
2187.567,14529.019,1042.246,1964.607,14729.739,1042.246,2410.527,14328.298,1042.246
2484.779,14842.511,1051.325,2195.333,15036.521,1051.325,2736.594,14679.448,1051.325
2720.394,15284.823,1066.28,2434.41,15375.449,1066.28,3006.378,15194.197,1066.28
2859.769,15794.848,1120.697,2560.894,15820.808,1120.697,3158.644,15768.888,1120.697
2871.562,16247.132,1206.622,2571.562,16247.319,1206.622,3171.562,16246.944,1206.622
2777.92,16743.848,1328.4,2489.828,16660.166,1328.4,3066.013,16827.529,1328.4
2627.279,17203.92,1463.0,2346.098,17099.338,1463.0,2908.46,17308.502,1463.0
2460.352,17688.418,1616.081,2179.171,17583.836,1616.081,2741.533,17793.0,1616.081
2203.855,18242.135,1805.834,1932.312,18114.602,1805.834,2475.398,18369.668,1805.834
1967.714,18694.061,1967.848,1696.171,18566.527,1967.848,2239.257,18821.594,1967.848
1719.359,19133.77,2129.375,1457.097,18988.102,2129.375,1981.62,19279.438,2129.375
1462.86,19618.268,2303.665,1200.599,19472.6,2303.665,1725.122,19763.936,2303.665
1251.148,20037.621,2452.271,988.886,19891.953,2452.271,1513.409,20183.289,2452.271
1015.006,20554.697,2628.181,734.27,20448.928,2628.181,1295.742,20660.467,2628.181
823.651,21043.268,2781.973,542.915,20937.498,2781.973,1104.387,21149.037,2781.973
660.794,21531.84,2918.473,362.967,21495.799,2918.473,958.622,21567.881,2918.473
603.795,21983.768,3024.085,303.867,21990.35,3024.085,903.723,21977.186,3024.085
583.438,22460.129,3134.615,288.253,22513.662,3134.615,954.599,22406.596,3134.615
709.651,22899.844,3206.72,432.784,23015.361,3206.72,1014.213,22784.326,3206.72
937.65,23351.775,3227.685,660.783,23467.293,3227.685,1214.517,23236.258,3227.685
1190.615,23817.469,3202.21,932.495,23970.354,3202.21,1448.735,23664.584,3202.21
1491.361,24235.283,3159.906,1261.076,24427.557,3159.906,1721.645,24043.01,3159.906
1833.358,24650.57,3106.754,1603.074,24842.844,3106.754,2063.643,24458.297,3106.754
2224.213,25037.363,3017.375,1993.928,25229.637,3017.375,2454.497,24845.09,3017.375
2541.781,25302.018,2941.203,2349.611,25532.389,2941.203,2733.95,25071.646,2941.203
2904.135,25582.941,2867.084,2723.278,25822.297,2867.084,3084.992,25343.586,2867.084
3278.705,25835.369,2755.975,3097.848,26074.725,2755.975,3459.562,25596.014,2755.975
3632.505,26081.65,2622.709,3481.84,26341.072,2622.709,3783.169,25822.229,2622.709
4047.817,26311.697,2504.747,3897.152,26571.119,2504.747,4198.481,26052.275,2504.747
4447.196,26515.316,2388.796,4303.534,26778.682,2388.796,4590.859,26251.951,2388.796
4886.906,26718.891,2262.604,4774.438,26997.012,2262.604,4999.374,26440.77,2262.604
5310.331,26918.398,2139.046,5204.779,27199.217,2139.046,5415.882,26637.58,2139.046
5754.115,27121.979,2011.301,5648.564,27402.797,2011.301,5859.667,26841.16,2011.301
6140.897,27260.414,1906.299,6043.632,27544.209,1906.299,6238.162,26976.619,1906.299
6511.393,27390.709,1807.718,6414.128,27674.504,1807.718,6608.658,27106.914,1807.718
6898.174,27516.932,1707.271,6800.909,27800.727,1707.271,6995.439,27233.137,1707.271
7256.456,27639.082,1616.322,7176.623,27928.266,1616.322,7336.289,27349.898,1616.322
7631.025,27761.223,1526.475,7551.192,28050.406,1526.475,7710.858,27472.039,1526.475
8062.593,27883.365,1430.348,7992.812,28175.137,1430.348,8132.374,27591.594,1430.348
8469.73,27989.232,1345.408,8399.95,28281.004,1345.408,8539.511,27697.461,1345.408
8880.94,28099.168,1266.602,8811.16,28390.939,1266.602,8950.721,27807.396,1266.602
9296.222,28205.023,1196.418,9226.441,28496.795,1196.418,9366.002,27913.252,1196.418
9683.004,28294.6,1139.052,9613.224,28586.371,1139.052,9752.784,28002.828,1139.052
10017.497,28375.529,1095.079,9967.356,28671.309,1095.079,10067.638,28079.75,1095.079
10368.179,28472.643,1059.091,10318.038,28768.422,1059.091,10418.319,28176.863,1059.091
10700.24,28555.666,1032.706,10650.1,28851.445,1032.706,10750.381,28259.887,1032.706
11012.93,28619.312,1014.385,10962.789,28915.092,1014.385,11063.07,28323.533,1014.385
11355.71,28698.111,1006.519,11305.569,28993.891,1006.519,11405.851,28402.332,1006.519
11678.789,28800.551,1002.504,11628.648,29096.33,1002.504,11728.93,28504.771,1002.504
12060.975,28887.23,996.325,12010.834,29183.01,996.325,12111.115,28591.451,996.325
12435.279,28969.973,986.355,12385.139,29265.752,986.355,12485.42,28674.193,986.355
12884.442,29052.707,968.533,12811.246,29343.641,968.533,12957.639,28761.773,968.533
13309.964,29166.965,946.142,13236.768,29457.898,946.142,13383.16,28876.031,946.142
13707.904,29269.408,921.616,13634.708,29560.342,921.616,13781.101,28978.475,921.616
14117.663,29371.85,892.944,14044.467,29662.783,892.944,14190.859,29080.916,892.944
14551.061,29478.227,859.798,14477.864,29769.16,859.798,14624.257,29187.293,859.798
14960.826,29560.963,825.849,14887.63,29851.896,825.849,15034.022,29270.029,825.849
15382.4,29643.699,788.329,15347.289,29941.637,788.329,15417.512,29345.762,788.329
15803.981,29730.377,748.368,15768.87,30028.314,748.368,15839.093,29432.439,748.368
16225.553,29797.354,707.019,16190.441,30095.291,707.019,16260.664,29499.416,707.019
16670.77,29887.969,661.749,16635.658,30185.906,661.749,16705.881,29590.031,661.749
17119.93,29931.309,615.299,17084.818,30229.246,615.299,17155.041,29633.371,615.299
17541.506,29986.467,570.106,17506.395,30284.404,570.106,17576.617,29688.529,570.106
18053.701,30017.986,514.715,18039.383,30317.645,514.715,18068.02,29718.328,514.715
18491.041,30045.566,467.312,18476.723,30345.225,467.312,18504.305,29682.717,467.312
18928.377,30049.506,419.771,18914.059,30349.164,419.771,18939.779,29701.145,419.771
19353.893,30045.57,374.147,19339.574,30345.229,374.147,19356.0,29676.57,374.147
19838.51,30025.869,323.632,19867.129,30324.5,323.632,19809.891,29727.238,323.632
20287.664,29978.59,278.425,20336.098,30274.654,278.425,20239.23,29682.525,278.425
20709.248,29915.553,237.776,20757.682,30211.617,237.776,20660.814,29619.488,237.776
21119.006,29820.986,201.036,21210.584,30106.668,201.036,21027.428,29535.305,201.036
21520.883,29698.844,167.087,21612.461,29984.525,167.087,21429.305,29413.162,167.087
21930.639,29568.82,136.415,22041.508,29847.582,136.415,21819.77,29290.059,136.415
22336.453,29403.34,110.579,22447.322,29682.102,110.579,22225.584,29124.578,110.579
22722.568,29178.762,90.202,22882.719,29432.438,90.202,22562.418,28925.086,90.202
23132.326,28914.781,76.03,23312.441,29154.695,76.03,22952.211,28674.867,76.03
23463.283,28646.865,70.962,23643.398,28886.779,70.962,23283.168,28406.951,70.962
23778.492,28367.121,69.526,23993.416,28576.424,69.526,23563.568,28157.818,69.526
24070.055,28008.582,69.526,24316.641,28179.449,69.526,23823.469,27837.715,69.526
24330.094,27614.584,69.528,24602.16,27740.994,69.528,24058.027,27488.174,69.528
24531.031,27216.641,69.53,24822.914,27285.951,69.53,24239.148,27147.33,69.53
24728.031,26680.805,69.53,25024.76,26724.982,69.53,24431.303,26636.627,69.53
24858.053,26192.248,69.528,25157.723,26206.338,69.528,24521.129,26177.914,69.528
24952.609,25731.264,69.528,25252.279,25745.354,69.528,24652.939,25717.174,69.528
25019.59,25278.162,69.528,25319.424,25268.186,69.528,24719.756,25288.139,69.528
25019.59,24809.303,69.526,25319.424,24799.326,69.526,24719.756,24819.279,69.526
25019.59,24301.045,69.526,25319.424,24291.068,69.526,24719.756,24311.021,69.526
25023.527,23859.76,69.53,25323.361,23849.783,69.53,24723.693,23869.736,69.53
24988.07,23398.775,69.526,25282.791,23342.742,69.526,24693.35,23454.809,69.526
24936.854,22878.693,69.526,25231.574,22822.66,69.526,24642.133,22934.727,69.526
24873.816,22374.375,69.53,25168.537,22318.342,69.53,24579.096,22430.408,69.53
24802.896,21929.158,69.528,25097.617,21873.125,69.528,24508.176,21985.191,69.528
24731.977,21539.102,69.528,25026.697,21483.068,69.528,24437.256,21595.135,69.528
24641.361,21066.303,69.526,24936.082,21010.27,69.526,24346.641,21122.336,69.526
24542.863,20664.42,69.53,24831.746,20583.506,69.53,24253.98,20745.334,69.53
24393.145,20238.902,69.528,24666.256,20114.766,69.528,24120.033,20363.039,69.528
24200.086,19844.902,69.526,24461.766,19698.191,69.526,23938.406,19991.613,69.526
23936.109,19427.264,69.528,24163.033,19231.035,69.528,23709.186,19623.492,69.528
23660.311,19068.729,69.53,23887.234,18872.5,69.53,23433.387,19264.957,69.53
23399.18,18769.961,69.528,23626.104,18573.732,69.528,23172.256,18966.189,69.528
23085.607,18440.713,69.528,23312.531,18244.484,69.528,22858.684,18636.941,69.528
22769.873,18056.154,69.526,22996.797,17859.926,69.526,22542.949,18252.383,69.526
22458.619,17693.67,69.528,22685.543,17497.441,69.528,22231.695,17889.898,69.528
22159.178,17307.551,69.528,22407.613,17139.385,69.528,21910.742,17475.717,69.528
21899.621,16890.455,69.528,22162.477,16745.863,69.528,21636.766,17035.047,69.528
21698.205,16428.936,69.526,21985.42,16342.29,69.526,21410.99,16515.58,69.526
21583.947,15948.256,69.528,21883.875,15941.657,69.528,21284.02,15954.854,69.528
21564.25,15483.333,69.531,21864.199,15477.778,69.531,21264.301,15488.888,69.531
21611.531,14994.772,69.529,21906.65,15048.67,69.529,21316.412,14940.875,69.529
21710.029,14498.337,69.529,21993.605,14596.235,69.529,21426.453,14400.438,69.529
21859.744,14100.398,69.528,22126.865,14236.949,69.528,21592.623,13963.848,69.528
22052.809,13686.695,69.53,22308.631,13843.396,69.53,21796.986,13529.995,69.53
22293.865,13280.743,69.529,22541.102,13450.668,69.529,22046.629,13110.818,69.529
22598.822,12895.272,69.528,22799.602,13118.179,69.528,22398.043,12672.366,69.528
22919.609,12575.613,69.528,23109.998,12807.458,69.528,22729.221,12343.769,69.528
23234.812,12319.514,69.528,23425.201,12551.358,69.528,23044.424,12087.669,69.528
23613.053,12039.773,69.526,23779.748,12289.198,69.526,23446.357,11790.349,69.526
23924.312,11838.836,69.528,24091.008,12088.261,69.528,23757.617,11589.411,69.528
24290.729,11586.676,69.526,24457.424,11836.101,69.526,24124.033,11337.251,69.526
24653.207,11346.336,69.526,24836.102,11584.137,69.526,24470.312,11108.535,69.526
25003.869,11066.593,69.527,25186.764,11304.394,69.527,24820.975,10828.792,69.527
25315.85,10803.866,69.527,25498.744,11041.667,69.527,25132.955,10566.065,69.527
25599.955,10533.656,69.528,25782.85,10771.457,69.528,25368.176,10297.384,69.528
25802.98,10300.305,69.526,25964.48,10553.124,69.526,25641.48,10047.485,69.526
26105.746,10156.2,69.527,26248.783,10419.905,69.527,25962.709,9892.495,69.527
26539.479,10045.188,69.528,26619.533,10334.31,69.528,26459.424,9756.065,69.528
26977.359,9955.816,69.528,27030.998,10250.982,69.528,26923.721,9660.65,69.528
27430.125,9881.864,69.527,27466.07,10179.703,69.527,27394.18,9584.025,69.527
27861.656,9826.014,69.527,27897.602,10123.853,69.527,27825.711,9528.175,69.527
28293.375,9747.482,69.526,28347.748,10042.514,69.526,28239.002,9452.451,69.526
28782.197,9645.59,69.526,28855.592,9936.474,69.526,28708.803,9354.706,69.526
29132.344,9503.824,69.528,29277.771,9766.218,69.528,28986.916,9241.431,69.528
29387.527,9295.795,69.526,29605.848,9501.553,69.526,29169.207,9090.037,69.526
29539.152,8958.582,69.528,29833.781,9015.1,69.528,29244.523,8902.064,69.528
29600.842,8664.214,69.528,29896.654,8714.163,69.528,29305.029,8614.265,69.528
29700.039,8253.232,69.528,29996.893,8296.574,69.528,29403.186,8209.891,69.528
